Review,Rating
"Very good product with 4g+, working properly with all sim. Sometime need manual profile setting (if we change the sim )... better only if the carrier aggregation support is available with the network... there are videos with the product in YouTube and can check for increasing signal and manual band selection.... need to find the spot where we are getting better signal ... also need to align the antenna with checking the signal ..

After 10 months there is no issue with the router .
Added two ...
READ MORE",5
It's amazing product. I am live in last end of Gujarat. Where network come in home only 2g. But using MR 600 router I got 18 to 24MBPS speed. At the evening only speed come down upto 3 to 4 MBPS. But rest of the time amazing speed. I daily consume 10-12GB using 2 Ml mobiles and Smart TV. I just loved it. I am using this router without any external antenna.,5
"This mr600 router is also said as ultra legend because router increase speed 2-3 times double than its original speed and it catches and increase the signal of Vodafone, Airtel,Idea,jio . I really like this router most and it has also cat-6 cable wow wwoow it's superb.. love this router mr600..............",5
"Sim enabled router is good.. it has 4g+ support but doesn't improve internet speed that much.. although it's good remote location where broadband service arr not available..better than using mobile Hotspot.
After using for a month will say verry good to provide an stable internet where network speed is not good nad network is not stable..
One word "" dependable"" for work from home 🏘️",5
"Great product.
Before using this, my internet speed was in Kbps but now it gives me very good internet speed.",4
Awesome 👌🔥🔥,5
"Overall design looks good. I found two flaws in the product: 1. signal reception is average inspite of two external antennae, considering the premium price tag. 2. No provision for manually selecting two bands for carrier aggregation (4+). TP-Link needs to address these two issues on priority.",5
awesome,5
Not bad,3
Nice,5
Item type is well,5
"In it's youtube review unit it has many featured but in my model not like that
Wds is missing",4
Not bad,5
Nice,5
"Nice product at this price
Quick boot
Easy installation 👍🏻",5
Nice product,5
Good,5
"One of the best product in this price.

Pros:
1. Sound Quality : Great (5 star)
2. Thumping bass: Yes(5 star).
3. Battery life: approx 8 hour (4 star).
4.Charging time: 2 hour (good enough).
5. Connectivity: Blutooth (Good), Aux Cable(Optionalal) (4.5 star)
6.Design & portability : Perfect(5 star)
7. Dual Speakers Connectivity for Stereo Effect: Working Perfectly Fine (5star)
8. Colour option: 6 Different colour option available.


Cons: it has only one con.

Build Quality : 3.5 star(N...
READ MORE",5
"Best quality sound and affordable price..
Also battery backup so good I love this product",5
I am buy first time blutooth speaker for home so I am very very happy with this product.This mivi blutooth speaker quality is better than any brands sound quality. I thanks to mivi my heart because you are Indian and your product is made in india. All guys I recommend to you please you all buy this blutooth speaker and enjoy full day full night every time. In last thanks to mivi and flipkart,4
Very good and amazing product the build quality is so nice and very portable one of the best thing is that it have a 5w speaker which is provide very good base and HD sound i really enjoying this,5
"Excellent product by MIVI.

Sound is stunning. Very light weight. Still has good sound. Enough for a large room.

This small speaker produces thumping bass😌😌😯😯😯
I tested by putting a piece of paper on top of it. It went flying😀😀

Sound is crisp and clear. But i faced a problem- when i connected it with ipad through bluetooth for my online class i cannot increase the volume after a certain limit and that was very low. But when i connected with AUX it worked fine. 🙂🙂. It was later s...
READ MORE",5
A 💪 Nice product from from mivi play bluetooth speaker from making india which is valuable for price and nice quality and nice packing and nice to hear the music and the battery backup is excellent thanks to mivi to give a such a product😃😃😃😃😃😃👍👍👍👍,5
